time,reading_1
1,10.71818835
2,10.59748036
3,10.02732891
4,10.40609903
5,10.25442614
6,10.43929844
7,10.03899883
8,10.97953987
9,10.61942677
10,10.09907179
11,10.61369404
12,10.49472533
13,10.61203896
14,10.68301142
15,10.35582635
16,10.80598944
17,10.24760592
18,10.43490192
19,10.07780102
20,10.85303394
21,10.06464836
22,10.55300182
23,10.93898543
24,10.14462176
25,10.6656936
26,10.46484221
27,10.92280446
28,10.4339758
29,10.30283248
30,10.21199061
31,10.59809889
32,10.03140192
33,10.94374033
34,10.13201711
35,10.77905243
36,10.90704199
37,10.19538119
38,10.28303087
39,10.1736689
40,10.73659255
41,10.94354094
42,10.13340205
43,10.65417034
44,10.21753921
45,10.29824141
46,10.8131368
47,10.56473036
48,10.33870264
49,10.68990068
50,10.55797931
51,10.87950205
52,10.89432229
53,10.21408239
54,10.65606626
55,10.06965498
56,10.03549496
57,10.10339781
58,10.42409443
59,10.21496279
60,10.19528091
61,10.80811648
62,10.71037209
63,10.08451171
64,10.09884669
65,10.90183446
66,10.65235529
67,10.35513891
68,10.72293077
69,10.01889842
70,10.08582505
71,10.99321892
72,10.56371176
73,10.43534344
74,10.05371083
75,10.24608753
76,10.81579214
77,10.11795663
78,10.57628092
79,10.92465917
80,10.31879372
81,10.8950208
82,10.2445353
83,10.5092601
84,10.22808597
85,10.71369878
86,10.47910181
87,10.20635246
88,10.22083422
89,10.02684284
90,10.13219345
91,10.05671502
92,10.53650328
93,10.43116553
94,10.91472244
95,10.60774028
96,10.23926783
97,10.21040997
98,10.36284587
99,10.88164677
100,20.87060221
101,20.54940589
102,20.6901358
103,20.6658284
104,20.69902638
105,20.97591658
106,20.89101187
107,20.71622796
108,20.01351558
109,20.24263597
110,20.34972658
111,20.58255089
112,20.4646025
113,20.1017791
114,20.22231098
115,20.08557714
116,20.2468493
117,20.18692019
118,20.1700397
119,20.19473987
120,20.16795305
121,20.6820142
122,20.56504785
123,20.74685906
124,20.98880492
125,20.15697959
126,20.93519504
127,20.32000042
128,20.536296
129,20.38067466
130,20.58221331
131,20.06033818
132,20.56169513
133,20.74730176
134,20.66414643
135,20.92093542
136,20.72760647
137,20.8203759
138,20.44130864
139,20.13985584
140,20.47515212
141,20.07648414
142,20.75892749
143,20.04418102
144,20.65839501
145,20.1979687
146,20.36690751
147,20.25147813
148,20.25830421
149,20.32364792
150,20.71573875
151,20.72536755
152,20.19931175
153,20.66300994
154,20.60458362
155,20.4638888
156,20.94640178
157,20.84344436
158,20.51550554
159,20.33070896
160,20.52760505
161,20.45142988
162,20.40108001
163,20.48495575
164,20.17778035
165,20.0118631
166,20.42392251
167,20.16935194
168,20.09045141
169,20.67764927
170,20.25125773
171,20.86481087
172,20.74573751
173,20.36704626
174,20.43712704
175,20.88293573
176,20.08862276
177,20.71516107
178,20.84987054
179,20.14573958
180,20.92683998
181,20.87631458
182,20.39430395
183,20.88138532
184,20.33422375
185,20.89414094
186,20.72582451
187,20.26860635
188,20.45750519
189,20.50889348
190,20.52219408
191,20.51101988
192,20.96002202
193,20.29557658
194,20.44439826
195,20.61465158
196,20.02670664
197,20.30654672
198,20.83099105
199,20.89841535
200,10.37125932
201,10.47742817
202,10.53299018
203,10.51954292
204,10.61783914
205,10.28410577
206,10.71380693
207,10.64908503
208,10.17271468
209,10.5074619
210,10.38349162
211,10.14462015
212,10.62978236
213,10.03987233
214,10.44963058
215,10.26596277
216,10.71410241
217,10.61577542
218,10.57672432
219,10.85400047
220,10.49682615
221,10.97935443
222,10.72413744
223,10.86927947
224,10.41792575
225,10.81140089
226,10.42240986
227,10.3399114
228,10.66263758
229,10.25562725
230,10.12090206
231,10.91262825
232,10.15654336
233,10.30483627
234,10.67993865
235,10.08790885
236,10.05621331
237,10.89540756
238,10.9242978
239,10.82261628
240,10.70188808
241,10.48786471
242,10.14672936
243,10.87156673
244,10.53242067
245,10.39424631
246,10.86749998
247,10.08411821
248,10.60652321
249,10.13510758
250,10.5911583
251,10.05697244
252,10.71030308
253,10.30345473
254,10.3101675
255,10.41312757
256,10.11142894
257,10.80857898
258,10.39601841
259,10.76122535
260,10.6420684
261,10.32236685
262,10.90894415
263,10.04251159
264,10.99448197
265,10.34118965
266,10.76811628
267,10.58450267
268,10.2286013
269,10.98005347
270,10.290942
271,10.02877503
272,10.21030124
273,10.48978854
274,10.54205639
275,10.70145155
276,10.91444133
277,10.80923492
278,10.22090128
279,10.4560919
280,10.42873597
281,10.01285166
282,10.26666899
283,10.86012775
284,10.21264613
285,10.65949268
286,10.96915294
287,10.45118782
288,10.19950192
289,10.60691557
290,10.56028032
291,10.30742804
292,10.54323424
293,10.59435968
294,10.45463295
295,10.89054646
296,10.13966079
297,10.85057259
298,10.36008365
299,10.09700766
300,30.3252742
301,30.00719402
302,30.59516054
303,30.7598229
304,30.1279719
305,30.30918333
306,30.61171301
307,30.22079985
308,30.7164823
309,30.72723115
310,30.99668758
311,30.73842053
312,30.49051127
313,30.28365022
314,30.91146094
315,30.37881544
316,30.30362259
317,30.9894695
318,30.43199769
319,30.16491127
320,30.34057515
321,30.37420343
322,30.84499983
323,30.73532112
324,30.41733121
325,30.54036879
326,30.95957631
327,30.82467616
328,30.63357176
329,30.51161611
330,30.13077119
331,30.57781505
332,30.60136464
333,30.30514413
334,30.14593656
335,30.7250832
336,30.770044
337,30.02448968
338,30.90155481
339,30.36830082
340,30.98598049
341,30.92568649
342,30.98418582
343,30.17512563
344,30.00720087
345,30.11552298
346,30.18038116
347,30.49350413
348,30.54999869
349,30.73457152
350,30.90733923
351,30.18820761
352,30.95631781
353,30.16862444
354,30.53089144
355,30.56861122
356,30.75588008
357,30.51140701
358,30.92836403
359,30.06042621
360,30.68472412
361,30.72754589
362,30.51934613
363,30.50139101
364,30.22819158
365,30.33240401
366,30.43218155
367,30.97809625
368,30.16741085
369,30.91294177
370,30.3750036
371,30.98764807
372,30.20851592
373,30.8757281
374,30.50402089
375,30.23080468
376,30.76955343
377,30.15982007
378,30.24112257
379,30.0625151
380,30.22548389
381,30.11606509
382,30.67149427
383,30.51189301
384,30.34510989
385,30.12638828
386,30.17405419
387,30.78605154
388,30.29146436
389,30.80900073
390,30.85448383
391,30.09440082
392,30.95058644
393,30.88979252
394,30.91310324
395,30.99150127
396,30.91724503
397,30.538512
398,30.96051987
399,30.86568663
400,10.96558894
401,10.15270045
402,10.46931828
403,10.13113127
404,10.01488421
405,10.8191548
406,10.67387349
407,10.1407789
408,10.27301018
409,10.25502512
410,10.88220073
411,10.3264398
412,10.80747773
413,10.15438947
414,10.59363845
415,10.60881673
416,10.29656701
417,10.94951558
418,10.79133551
419,10.87187015
420,10.59841934
421,10.10557476
422,10.90362212
423,10.92628357
424,10.51565206
425,10.0191385
426,10.7063736
427,10.60526155
428,10.7334909
429,10.44125439
430,10.78842464
431,10.90468048
432,10.76900517
433,10.96586118
434,10.59154775
435,10.44573374
436,10.02626389
437,10.04471236
438,10.52114205
439,10.12075942
440,10.12190626
441,10.47423557
442,10.12694873
443,10.41506276
444,10.16667192
445,10.30271455
446,10.90699703
447,10.08055468
448,10.37428213
449,10.99774429
450,10.96914404
451,10.5584239
452,10.86576712
453,10.52996996
454,10.73468356
455,10.75211788
456,10.33399932
457,10.22166531
458,10.54438528
459,10.68095786
460,10.49698994
461,10.3667666
462,10.79232832
463,10.71056462
464,10.72205769
465,10.33378767
466,10.00391383
467,10.2443347
468,10.49512706
469,10.57309788
470,10.28045371
471,10.65357247
472,10.9455961
473,10.1071538
474,10.74276648
475,10.62494092
476,10.73034112
477,10.63137884
478,10.75081019
479,10.50924
480,10.55324666
481,10.27588125
482,10.8358609
483,10.22062194
484,10.86658898
485,10.97278984
486,10.21949066
487,10.87099119
488,10.91838556
489,10.65769258
490,10.57491864
491,10.472813
492,10.4323176
493,10.23780572
494,10.94370602
495,10.2369037
496,10.7883533
497,10.63239089
498,10.1933587
499,10.95148122
500,40.10671005
501,40.32242002
502,40.94459631
503,40.37939281
504,40.48123966
505,40.55969332
506,40.67262939
507,40.86603658
508,40.24798961
509,40.85317711
510,40.42045096
511,40.62148062
512,40.98629791
513,40.47242873
514,40.80163495
515,40.88416757
516,40.37214566
517,40.63899912
518,40.50169051
519,40.65078185
520,40.77045866
521,40.60770892
522,40.84225441
523,40.59266345
524,40.72369204
525,40.42051729
526,40.180534
527,40.60396757
528,40.83689235
529,40.23726833
530,40.44785848
531,40.33249254
532,40.25539965
533,40.37410414
534,40.75058026
535,40.73291906
536,40.32585019
537,40.34967012
538,40.47087872
539,40.28134767
540,40.4019468
541,40.0014892
542,40.32744529
543,40.21809904
544,40.20984317
545,40.34675382
546,40.14800301
547,40.25226805
548,40.18191835
549,40.92419802
550,40.80188867
551,40.3492853
552,40.77842862
553,40.88899685
554,40.88129936
555,40.08383624
556,40.47127698
557,40.17018546
558,40.96748229
559,40.55368933
560,40.51329068
561,40.59356305
562,40.89206934
563,40.26837871
564,40.51347939
565,40.99008691
566,40.02886351
567,40.49513725
568,40.75044916
569,40.69982216
570,40.82232041
571,40.12204124
572,40.23795705
573,40.38696045
574,40.25536631
575,40.92843395
576,40.88041223
577,40.9549446
578,40.26565801
579,40.79217447
580,40.19143133
581,40.3573397
582,40.49695867
