time,reading_1
1,12.72759706
2,11.70496399
3,13.74201665
4,11.33967037
5,12.50436858
6,11.10438249
7,12.79591412
8,11.99216722
9,13.89716234
10,10.16308873
11,12.03643329
12,11.72855914
13,13.97449494
14,10.09959905
15,12.5913291
16,10.40157406
17,13.2500008
18,11.97624034
19,12.32522177
20,10.56165184
21,13.28312142
22,10.98827562
23,13.77690281
24,10.28745843
25,12.89495447
26,11.30569327
27,12.40341104
28,11.31983558
29,12.44808116
30,10.06264971
31,12.0650284
32,10.4455016
33,12.43970228
34,10.95605687
35,12.33692468
36,10.86754106
37,13.85754359
38,11.54769088
39,13.81941846
40,10.76719334
41,13.13501799
42,10.40592547
43,12.2018273
44,11.22438761
45,12.75540233
46,11.92194831
47,12.49059709
48,10.58072065
49,13.77281768
50,10.66003578
51,13.46250571
52,10.39897197
53,12.04937006
54,11.56585932
55,12.25231595
56,11.5836139
57,13.50576161
58,10.3207835
59,13.62206392
60,11.21829375
61,13.04853081
62,10.66747158
63,12.13673814
64,10.05397493
65,12.0678993
66,10.08062737
67,12.87502414
68,11.86649037
69,12.468098
70,11.81628051
71,13.49821706
72,11.29832989
73,13.6193875
74,11.7553078
75,13.42754889
76,11.81253411
77,12.08042884
78,11.83511861
79,12.18129856
80,11.93495046
81,12.09877926
82,11.36178067
83,13.00179544
84,10.41298011
85,13.61859081
86,11.42672372
87,12.62956243
88,10.46945465
89,13.28415387
90,10.62786841
91,12.20377295
92,11.56286868
93,12.4241769
94,10.66435622
95,12.96807905
96,10.49757272
97,12.75471681
98,10.68246508
99,12.89849776
100,11.56013121
101,12.44513713
102,11.3180546
103,12.14851936
104,11.71168753
105,12.34647059
106,11.00352903
107,12.36991421
108,11.70784625
109,12.02899904
110,11.69718407
111,12.52465487
112,11.04635301
113,12.74450245
114,11.72502174
115,12.00494025
116,11.68690577
117,12.83436576
118,11.7696293
119,12.67297354
120,11.62480827
121,12.07450438
122,11.39017682
123,12.97702634
124,11.41357903
125,12.6679867
126,11.89526833
127,12.2082816
128,11.19352041
129,12.71210409
130,11.88675816
131,12.02814381
132,11.16175766
133,12.11642302
134,11.43016466
135,12.46040105
136,11.72838574
137,12.61786071
138,11.07411223
139,12.67132423
140,11.43695851
141,12.38042547
142,11.24916619
143,12.19633295
144,11.12588556
145,12.19343656
146,11.92075304
147,12.83393732
148,11.97611319
149,12.36951506
150,11.2801188
151,12.76935944
152,11.51622963
153,12.71756841
154,11.67040247
155,12.95668288
156,11.02172048
157,12.25766479
158,11.89043541
159,12.42435807
160,11.98692214
161,12.41794544
162,11.95441181
163,12.45881359
164,11.61829352
165,12.66605999
166,11.49944457
167,12.81869296
168,11.27916903
169,12.06339173
170,11.98885797
171,12.71826429
172,11.23353062
173,12.40272549
174,11.79250258
175,12.49373742
176,11.09355313
177,12.39714453
178,11.01006672
