time,reading_1
1,20.89926503
2,20.23216662
3,20.54470588
4,20.99719728
5,20.91282784
6,20.6636582
7,20.42439831
8,20.12361357
9,20.84984827
10,20.2274003
11,20.8752328
12,20.53578889
13,20.43010022
14,20.82671991
15,20.34239559
16,20.39648163
17,20.49943434
18,20.79763519
19,20.39462902
20,20.49268279
21,20.88128683
22,20.82079267
23,20.08664306
24,20.03182977
25,20.91513766
26,20.5713794
27,20.1098919
28,20.49000169
29,20.67069254
30,20.40694957
31,20.68925595
32,20.20811849
33,20.91611325
34,20.84565633
35,20.79768621
36,20.10257829
37,20.0099291
38,20.7415144
39,20.03984709
40,20.11920432
41,20.05556302
42,20.62794716
43,20.73540418
44,20.76318166
45,20.26721876
46,20.534963
47,20.98342159
48,20.77554148
49,20.02181179
50,20.08137597
51,21.14436769
52,21.40886396
53,21.27491138
54,21.77347
55,21.84741014
56,21.48113354
57,21.62285175
58,21.6108742
59,21.01640742
60,21.30348487
61,22.28007242
62,22.02458521
63,22.10785234
64,22.50418121
65,22.78232688
66,22.15697714
67,22.92849745
68,22.793612
69,22.23252319
70,22.34686854
71,23.03204005
72,23.36584874
73,23.11778363
74,23.84328576
75,23.04197854
76,23.25905302
77,23.27542553
78,23.31317356
79,23.32090434
80,23.73140371
81,24.1787302
82,24.31659402
83,24.68574116
84,24.83937829
85,24.554753
86,24.18260035
87,24.09112554
88,24.88978427
89,24.43759711
90,24.21545887
91,25.49230405
92,25.11984104
93,25.45254218
94,24.86111328
95,24.97301351
96,24.74254977
97,24.98192972
98,25.01133962
99,24.53607861
100,24.91676505
101,25.55705853
102,25.0915331
103,25.85766978
104,25.22983946
105,25.99452012
106,25.41446166
107,25.80156336
108,25.82829449
109,25.88913758
110,25.2079848
111,25.11005628
112,25.82187675
113,25.8472395
114,25.36035837
115,25.66224781
116,25.68729123
117,25.91879644
118,25.99605232
119,25.85773021
120,25.48240011
121,25.28666922
122,25.20052985
123,25.27667173
124,25.3996576
125,25.88045005
126,25.1740072
127,25.40032416
128,25.79953254
129,25.63351224
130,25.59592338
131,25.64570634
