time,reading_1
1,10.95037984
2,10.49719632
3,10.37349687
4,10.78589845
5,10.56579582
6,10.07169059
7,10.20723005
8,10.74909664
9,10.55254902
10,10.40496654
11,10.32646727
12,10.91414236
13,10.28743713
14,10.21119146
15,10.07931025
16,10.44191344
17,10.74538572
18,10.90583992
19,10.28420932
20,10.08830437
21,10.2069353
22,10.74151669
23,10.6966788
24,10.25250751
25,10.72962927
26,10.69719195
27,10.03162095
28,10.22033563
29,10.95475932
30,10.58393596
31,10.80329527
32,10.87905213
33,10.23756109
34,10.75478493
35,10.7843818
36,10.27773756
37,10.077612
38,10.89790158
39,10.69071173
40,10.7153952
41,10.64105039
42,10.90826483
43,10.91001783
44,10.03473993
45,10.43735307
46,10.98682755
47,10.09683504
48,10.47112448
49,10.85334102
50,10.01638424
51,10.42814999
52,10.5831949
53,10.56502699
54,10.98053663
55,10.49014464
56,10.54173596
57,10.80402642
58,10.9817521
59,10.95293822
60,10.78623524
61,10.50061485
62,10.07093229
63,10.52221567
64,10.24697425
65,10.60590912
66,10.38481849
67,10.97063808
68,10.69021364
69,10.64375944
70,10.50756211
71,10.31017539
72,10.89612539
73,10.78847149
74,10.70056403
75,10.76683407
76,10.13270189
77,10.70754526
78,10.10197299
79,10.57965146
80,10.88730473
81,10.95954897
82,10.40109575
83,10.48025741
84,10.21693621
85,10.82147722
86,10.98560936
87,10.17133886
88,10.94180574
89,10.12169809
90,10.92088833
91,10.51597451
92,10.56505663
93,10.68755845
94,10.33370296
95,10.05919177
96,10.85046869
97,10.91620302
98,10.73979472
99,10.07378614
100,10.18757342
101,10.44450846
102,10.64291226
103,10.06401735
104,10.06848029
105,10.0554993
106,10.07330074
107,10.72858439
108,10.28975664
109,10.3713844
110,10.85285936
111,10.86815436
112,10.71332458
113,10.6152033
114,10.26599865
115,10.29691172
116,10.47449221
117,10.84952931
118,10.94857972
119,10.6270351
120,10.81806994
121,10.69605931
122,10.22011002
123,10.34133273
124,10.92230589
125,10.61731584
126,10.04741295
127,10.04636167
